Company Name,Ticker,Street Address,City,State/Province,Postal Code,Country,County,Telephone Number,Fax Number,Executive Name,Executive Position,Company Email Address,URL/Web Address,Company Type,No. of Employees,Primary SIC Code,Secondary SIC Code,Headquarters,Dossier ID,Primary NAICS Code,Secondary NAICS Code,Business Description,Auditor,Legal Counsel,Sales/Revenue,Assets,Liabilities,Market Cap,Earnings Per Share,EPS Growth Rate,Price/Earning Ratio,Return On Equity,Top Companies,Primary SBI Code,Secondary SBI Code,Chamber of Commerce Number
"BANK OF AMERICA, NATIONAL ASSOCIATION","","2 KING EDWARD STREET","LONDON","","EC1A 1HQ","","","44 (20717) 44000","","Almedia,Jose","DIRECTOR","","http://www.bankofamerica.com","PRIVATE - PARENT","171,057","6021 National Commercial Banks","","","0","","","Banks","PricewaterhouseCoopers LLP","","117,852,000,000","3,051,375,000,000","2,778,178,000,000","","","","","",""
"Bank of America, National Association","","3930 LAWRENCEVILLE HIGHWAY NW","LILBURN","GEORGIA","30047 2818","UNITED STATES","","1 (770) 717 8545","","Olariu,Ovidiu","TECH"
"Bank of America, National Association","","3930 LAWRENCEVILLE HIGHWAY NW","LILBURN","GEORGIA","30047 2818","UNITED STATES","","1 (770) 717 8545","","Schumann,Shanna","HR"
"Bank of America, National Association","","29778 SW TOWN CENTER LOOP W","WILSONVILLE","OREGON","97070 9460","UNITED STATES","","1 (503) 682 2611","","Bennett,Candace","BRANCH MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","4","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","29778 SW TOWN CENTER LOOP W","WILSONVILLE","OREGON","97070 9460","UNITED STATES","","1 (503) 682 2611","","Da Silva,Helio","Financial Center Manager"
"Bank of America, National Association","","29778 SW TOWN CENTER LOOP W","WILSONVILLE","OREGON","97070 9460","UNITED STATES","","1 (503) 682 2611","","Bradley,Cherie","Relationship Banker"
"Bank of America, National Association","","29778 SW TOWN CENTER LOOP W","WILSONVILLE","OREGON","97070 9460","UNITED STATES","","1 (503) 682 2611","","George,Colleen","Home Loan Consultant"
"Bank of America, National Association","","29778 SW TOWN CENTER LOOP W","WILSONVILLE","OREGON","97070 9460","UNITED STATES","","1 (503) 682 2611","","Serafini,Deanna","MORTGAGE"
"Bank of America, National Association","","13780 W WADDELL RD","SURPRISE","ARIZONA","85379 8437","UNITED STATES","","1 (623) 544 4524","","Corry,Lashan","ASSISTANT MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","13780 W WADDELL RD","SURPRISE","ARIZONA","85379 8437","UNITED STATES","","1 (623) 544 4524","","Kaye,Leesa","MANAGER"
"Bank of America, National Association","","1017 Montauk Hwy Ste 3","Shirley","NEW YORK","11967-2143","UNITED STATES","","1 (800) 432 1000","","Acker,Harry","BRANCH MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","17","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","1017 Montauk Hwy Ste 3","Shirley","NEW YORK","11967-2143","UNITED STATES","","1 (800) 432 1000","","Anabelle,Crystal","Manager"
"Bank of America, National Association",,400 S RAMPART BLVD,LAS VEGAS,NEVADA,89145 5721,UNITED STATES,,,,,,,,PRIVATE - SUBSIDIARY/BRANCH,2,6021 National Commercial Banks,,,0,522110 Commercial Banking,,NATIONAL COMMERCIAL BANK,,,,,,,,,,,,,,
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Raphael,Adonny","VP Senior Architect","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Napolitano,Michael","Assistant Vice President Syndicate Operations"
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Melendez,Nicole","Senior Vice President"
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Xie,Ying","Vice President"
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Monahan,Kevin","Assistant Vice President"
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Mcilmurray,Megan","Vice President Business Support Manager"
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Dato,Christopher","Avp Margin Manager"
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Jeleniewsky,Clarisse","Manager"
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Barber,Wayne","Executive & Equity Services"
"Bank of America, National Association","","2 BETHANY RD","HAZLET","NEW JERSEY","07730 1683","UNITED STATES","","","","Jeleniewsky,Clarisse","MANAGER"
"Bank of America, National Association","","7864 TRANSIT RD","WILLIAMSVILLE","NEW YORK","14221 4122","UNITED STATES","","","","Chestnut,Randall","Sr. Vice President","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","7864 TRANSIT RD","WILLIAMSVILLE","NEW YORK","14221 4122","UNITED STATES","","","","Espina,Raymond","Senior Vice President"
"Bank of America, National Association","","7864 TRANSIT RD","WILLIAMSVILLE","NEW YORK","14221 4122","UNITED STATES","","","","Vaclavik,Dwayne","BRANCH MANAGER"
"Bank of America, National Association","","201 W Whitestone Blvd","Cedar Park","TEXAS","78613-7006","UNITED STATES","","1 (512) 259 5839","","Sinclair,Brian","Vp Technical Operations Manager Unix Systems Administration","","","PRIVATE - SUBSIDIARY/BRANCH","5","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","201 W Whitestone Blvd","Cedar Park","TEXAS","78613-7006","UNITED STATES","","1 (512) 259 5839","","Simmons,Barb","Treasury Services Manager"
"Bank of America, National Association","","201 W Whitestone Blvd","Cedar Park","TEXAS","78613-7006","UNITED STATES","","1 (512) 259 5839","","Willy,Mark","BRANCH MANAGER"
"Bank of America, National Association","","201 W Whitestone Blvd","Cedar Park","TEXAS","78613-7006","UNITED STATES","","1 (512) 259 5839","","Gurnani,Sapna","SERVICE ASSOCIATE"
"Bank of America, National Association","","201 W Whitestone Blvd","Cedar Park","TEXAS","78613-7006","UNITED STATES","","1 (512) 259 5839","","Braquet,Nancy","Divisional Adminitrative Assistant"
"Bank of America, National Association","","1212 28TH ST SW","WYOMING","MICHIGAN","49509 2782","UNITED STATES","","1 (616) 532 6620","","Boersma,Rebecca","Vice President / Manager","","","PRIVATE - SUBSIDIARY/BRANCH","7","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","1212 28TH ST SW","WYOMING","MICHIGAN","49509 2782","UNITED STATES","","1 (616) 532 6620","","Cline,Madalyn","Project Manager"
"Bank of America, National Association","","1212 28TH ST SW","WYOMING","MICHIGAN","49509 2782","UNITED STATES","","1 (616) 532 6620","","Tromley,Beth","BRANCH MANAGER"
"Bank of America, National Association","","1212 28TH ST SW","WYOMING","MICHIGAN","49509 2782","UNITED STATES","","1 (616) 532 6620","","Knapp,Nicole","CSR"
"Bank of America, National Association","","1212 28TH ST SW","WYOMING","MICHIGAN","49509 2782","UNITED STATES","","1 (616) 532 6620","","James,Johnny","Bank Teller"
"Bank of America, National Association",,4001 CROSS TIMBERS RD,FLOWER MOUND,TEXAS,75028 3001,UNITED STATES,,,,,,,,PRIVATE - SUBSIDIARY/BRANCH,2,6021 National Commercial Banks,,,0,522110 Commercial Banking,,NATIONAL COMMERCIAL BANK,,,,,,,,,,,,,,
"Bank of America, National Association","","14002 N DALE MABRY HWY","TAMPA","FLORIDA","33618 2402","UNITED STATES","","1 (813) 264 2006","","Selman,David","Vice President Procedure Management","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","14002 N DALE MABRY HWY","TAMPA","FLORIDA","33618 2402","UNITED STATES","","1 (813) 264 2006","","Jackson,Troy","Team Manager - Officer"
"Bank of America, National Association","","14002 N DALE MABRY HWY","TAMPA","FLORIDA","33618 2402","UNITED STATES","","1 (813) 264 2006","","Keiser,Brad","MANAGER"
"Bank of America, National Association","","14002 N DALE MABRY HWY","TAMPA","FLORIDA","33618 2402","UNITED STATES","","1 (813) 264 2006","","King,Andrew","Senior Project Manager"
"Bank of America, National Association","","14002 N DALE MABRY HWY","TAMPA","FLORIDA","33618 2402","UNITED STATES","","1 (813) 264 2006","","Patel,Jayeshkumar","Enterprise Data Architect"
"Bank of America, National Association","","8550 W CHEYENNE AVE","LAS VEGAS","NEVADA","89129 7262","UNITED STATES","","1 (702) 654 3565","","Kokoyachuk,Alex","Branch Manager","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","8550 W CHEYENNE AVE","LAS VEGAS","NEVADA","89129 7262","UNITED STATES","","1 (702) 654 3565","","Dressler,Kasey","Business Support Manager"
"Bank of America, National Association","","8550 W CHEYENNE AVE","LAS VEGAS","NEVADA","89129 7262","UNITED STATES","","1 (702) 654 3565","","Mark,Katie","Account Manager"
"Bank of America, National Association","","8550 W CHEYENNE AVE","LAS VEGAS","NEVADA","89129 7262","UNITED STATES","","1 (702) 654 3565","","Shaffer,Cinda","BRANCH MANAGER"
"Bank of America, National Association","","8550 W CHEYENNE AVE","LAS VEGAS","NEVADA","89129 7262","UNITED STATES","","1 (702) 654 3565","","James,Margarita","Accountant"
"Bank of America, National Association","","8550 W CHEYENNE AVE","LAS VEGAS","NEVADA","89129 7262","UNITED STATES","","1 (702) 654 3565","","Jackson,Mariana","Customer Service Representative"
"Bank of America, National Association","","8550 W CHEYENNE AVE","LAS VEGAS","NEVADA","89129 7262","UNITED STATES","","1 (702) 654 3565","","Nehme,Margarita","Client Service Representative"
"Bank of America, National Association","","8550 W CHEYENNE AVE","LAS VEGAS","NEVADA","89129 7262","UNITED STATES","","1 (702) 654 3565","","Aguazen,Ulrich","Scrum Master"
"Bank of America, National Association","","8550 W CHEYENNE AVE","LAS VEGAS","NEVADA","89129 7262","UNITED STATES","","1 (702) 654 3565","","Kahler,Christine","Employee"
"Bank of America, National Association",,22425 W 66TH ST,SHAWNEE,KANSAS,66226-3501,UNITED STATES,,1 (913) 441 1067,,,,,,PRIVATE - SUBSIDIARY/BRANCH,3,6021 National Commercial Banks,,,0,522110 Commercial Banking,,NATIONAL COMMERCIAL BANK,,,,,,,,,,,,,,
"Bank of America, National Association","","9602 E RIGGS RD","SUN LAKES","ARIZONA","85248-7401","UNITED STATES","","1 (480) 827 6642","","Gillet,Ron","Vice President/Fulfillment Unit Leader","","","PRIVATE - SUBSIDIARY/BRANCH","17","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","9602 E RIGGS RD","SUN LAKES","ARIZONA","85248-7401","UNITED STATES","","1 (480) 827 6642","","Bohlander,Tara","Senior Vice President Group Operations Manager"
"Bank of America, National Association","","9602 E RIGGS RD","SUN LAKES","ARIZONA","85248-7401","UNITED STATES","","1 (480) 827 6642","","Thomas,Rachel","Business Support Manager"
"Bank of America, National Association","","9602 E RIGGS RD","SUN LAKES","ARIZONA","85248-7401","UNITED STATES","","1 (480) 827 6642","","Szucs,Sylvia","BRANCH MANAGER"
"Bank of America, National Association","","9602 E RIGGS RD","SUN LAKES","ARIZONA","85248-7401","UNITED STATES","","1 (480) 827 6642","","Kudron,Gregory","Deficiency Resolution Specialist"
"Bank of America, National Association","","1775 CAMINO DE LA REINA","SAN DIEGO","CALIFORNIA","92108 1597","UNITED STATES","","1 (619) 681 1886","","Sykes,Charles","BRANCH MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","18","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","1499 PEARMAN DAIRY RD","ANDERSON","SOUTH CAROLINA","29625 2003","UNITED STATES","","1 (864) 260 5535","","Akens,Mary","MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Barker,Cynthia","Vp Fiduciary Specialist","","","PRIVATE - SUBSIDIARY/BRANCH","18","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Furr,Kelly","SENIOR VICE-PRESIDENT"
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Alaniz,Sonia","Svp Business Management And Planning Executive"
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Ledet,Robert","Manager"
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Vu Tran,Site","SITE MANAGER"
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Tran,Mason","MANAGER"
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Slaughter,Danielle","Relationship Banker"
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Wilson,Ira","Client Advocate III Qa Specialist"
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Furr,Kelly","SENIOR VICE-PRESIDENT"
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Tran,Mason","MANAGER"
"Bank of America, National Association","","1111 ELDRIDGE PKWY","HOUSTON","TEXAS","77077-1774","UNITED STATES","","","","Ledet,Robert","MANAGER"
"Bank of America, National Association","","9116 168TH ST","JAMAICA","NEW YORK","11432-5275","UNITED STATES","","1 (718) 739 0358","","Cancryn,Shanise","Client Manager","","","PRIVATE - SUBSIDIARY/BRANCH","17","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","9116 168TH ST","JAMAICA","NEW YORK","11432-5275","UNITED STATES","","1 (718) 739 0358","","Gonzalez,R.","BRANCH MANAGER"
"Bank of America, National Association","","9116 168TH ST","JAMAICA","NEW YORK","11432-5275","UNITED STATES","","1 (718) 739 0358","","Ramsaran,Feliza","Client Associate"
"Bank of America, National Association","","9116 168TH ST","JAMAICA","NEW YORK","11432-5275","UNITED STATES","","1 (718) 739 0358","","Akbar,Faisal","Software Engineer"
"Bank of America, National Association","","9116 168TH ST","JAMAICA","NEW YORK","11432-5275","UNITED STATES","","1 (718) 739 0358","","Houssou,Kazmina","Scrum Master"
"Bank of America, National Association",,14218 Hwy 395 Adlnto Mrkt,Adelanto,CALIFORNIA,92301,UNITED STATES,,1 (760) 530 9241,,,,,,PRIVATE - SUBSIDIARY/BRANCH,17,6021 National Commercial Banks,,,0,522110 Commercial Banking,,NATIONAL COMMERCIAL BANK,,,,,,,,,,,,,,
"Bank of America, National Association","","1100 ALHAMBRA BLVD","SACRAMENTO","CALIFORNIA","95816-5215","UNITED STATES","","1 (916) 732 4108","","Pearce,John","Vp Merchant Services","","","PRIVATE - SUBSIDIARY/BRANCH","16","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","1100 ALHAMBRA BLVD","SACRAMENTO","CALIFORNIA","95816-5215","UNITED STATES","","1 (916) 732 4108","","Winfree,Sherrie","BRANCH MANAGER"
"Bank of America, National Association","","1100 ALHAMBRA BLVD","SACRAMENTO","CALIFORNIA","95816-5215","UNITED STATES","","1 (916) 732 4108","","Cholak,Jamie","Senior Customer Specialist II"
"Bank of America, National Association","","315 CENTRE ST","JAMAICA PLAIN","MASSACHUSETTS","02130 1414","UNITED STATES","","1 (617) 522 0223","","Nunez,Henry","BRANCH MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","4","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association",,166 BERRY ST,BROOKLYN,NEW YORK,11249 3111,UNITED STATES,,,,,,,,PRIVATE - SUBSIDIARY/BRANCH,2,6021 National Commercial Banks,,,0,522110 Commercial Banking,,NATIONAL COMMERCIAL BANK,,,,,,,,,,,,,,
"Bank of America, National Association","","2412 PINE RIDGE RD","NAPLES","FLORIDA","34109 2007","UNITED STATES","","1 (239) 649 0116","","Kuhlman,Holly","Senior Vice President","","","PRIVATE - SUBSIDIARY/BRANCH","4","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","2412 PINE RIDGE RD","NAPLES","FLORIDA","34109 2007","UNITED STATES","","1 (239) 649 0116","","Law,Lester","SVP"
"Bank of America, National Association","","2412 PINE RIDGE RD","NAPLES","FLORIDA","34109 2007","UNITED STATES","","1 (239) 649 0116","","Pereira,Guillermo","Relationship Manager"
"Bank of America, National Association","","2412 PINE RIDGE RD","NAPLES","FLORIDA","34109 2007","UNITED STATES","","1 (239) 649 0116","","Williams,Lorenzo","MANAGER"
"Bank of America, National Association","","701 TOWN AND COUNTRY BLVD","HOUSTON","TEXAS","77024 3932","UNITED STATES","","1 (713) 365 3220","","Virobik,Kim","SALES & MARKETING MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
